customer_id,first_name,last_name,email,phone,registration_date,state,age_group,loyalty_status,lifetime_value
1108,First_1107,Last_1107,customer_1107@email.com,555-5666,2023-02-17,MI,46-55,Gold,4618.33
1109,First_1108,Last_1108,customer_1108@email.com,555-6900,2023-03-30,NC,56-65,Platinum,5887.31
1110,First_1109,Last_1109,customer_1109@email.com,555-9914,2021-09-07,MI,18-25,Bronze,9307.26
1111,First_1110,Last_1110,customer_1110@email.com,555-6996,2022-03-07,NC,56-65,Platinum,4208.49
1112,First_1111,Last_1111,customer_1111@email.com,555-4826,2020-07-26,FL,56-65,Platinum,7611.94
1113,First_1112,Last_1112,customer_1112@email.com,555-2993,2023-01-08,CA,65+,Bronze,1862.13
1114,First_1113,Last_1113,customer_1113@email.com,555-6347,2020-12-29,OH,56-65,Gold,4148.41
1115,First_1114,Last_1114,customer_1114@email.com,555-8295,2022-05-22,TX,26-35,Gold,3284.14
1116,First_1115,Last_1115,customer_1115@email.com,555-7562,2020-12-03,MI,26-35,Bronze,9115.03
1117,First_1116,Last_1116,customer_1116@email.com,555-2466,2022-08-31,PA,56-65,Silver,6127.87
1118,First_1117,Last_1117,customer_1117@email.com,555-8036,2022-07-14,PA,18-25,Gold,706.33
1119,First_1118,Last_1118,customer_1118@email.com,555-6170,2021-09-04,NC,18-25,Bronze,7325.06
1120,First_1119,Last_1119,customer_1119@email.com,555-3177,2022-12-18,PA,46-55,Platinum,4694.99
1121,First_1120,Last_1120,customer_1120@email.com,555-2596,2022-05-02,GA,65+,Silver,9928.57
1122,First_1121,Last_1121,customer_1121@email.com,555-5585,2023-02-26,TX,65+,Gold,288.03
1123,First_1122,Last_1122,customer_1122@email.com,555-9734,2021-11-08,GA,36-45,Platinum,6247.12
1124,First_1123,Last_1123,customer_1123@email.com,555-9686,2022-11-01,IL,26-35,Gold,5653.41
1125,First_1124,Last_1124,customer_1124@email.com,555-5404,2022-12-10,MI,26-35,Platinum,9952.25
1126,First_1125,Last_1125,customer_1125@email.com,555-9084,2022-09-25,NY,65+,Bronze,8940.92
1127,First_1126,Last_1126,customer_1126@email.com,555-8495,2021-09-16,GA,18-25,Gold,8160.23
1128,First_1127,Last_1127,customer_1127@email.com,555-9659,2023-01-27,TX,56-65,Bronze,1860.61
1129,First_1128,Last_1128,customer_1128@email.com,555-2897,2020-03-05,FL,18-25,Silver,3924.56
1130,First_1129,Last_1129,customer_1129@email.com,555-6361,2020-08-15,NY,36-45,Gold,7282.42
1131,First_1130,Last_1130,customer_1130@email.com,555-9223,2023-05-23,GA,65+,Platinum,6365.39
1132,First_1131,Last_1131,customer_1131@email.com,555-1048,2020-01-24,NY,46-55,Bronze,7548.83
1133,First_1132,Last_1132,customer_1132@email.com,555-5556,2022-06-25,OH,65+,Bronze,6864.51
1134,First_1133,Last_1133,customer_1133@email.com,555-3877,2020-04-13,GA,46-55,Platinum,8217.98
1135,First_1134,Last_1134,customer_1134@email.com,555-8010,2023-12-31,NY,18-25,Platinum,9449.08
1136,First_1135,Last_1135,customer_1135@email.com,555-3530,2020-02-11,NC,65+,Platinum,8635.77
1137,First_1136,Last_1136,customer_1136@email.com,555-2752,2021-08-27,GA,36-45,Gold,4480.38
1138,First_1137,Last_1137,customer_1137@email.com,555-4563,2022-12-07,MI,18-25,Platinum,5682.67
1139,First_1138,Last_1138,customer_1138@email.com,555-1962,2022-01-19,OH,46-55,Gold,5370.07
1140,First_1139,Last_1139,customer_1139@email.com,555-1844,2020-10-23,NY,36-45,Bronze,2401.24
1141,First_1140,Last_1140,customer_1140@email.com,555-8319,2021-01-02,GA,26-35,Platinum,4690.41
1142,First_1141,Last_1141,customer_1141@email.com,555-1728,2021-03-29,CA,65+,Silver,1186.67
1143,First_1142,Last_1142,customer_1142@email.com,555-7723,2022-05-14,MI,56-65,Bronze,5927.31
1144,First_1143,Last_1143,customer_1143@email.com,555-1105,2022-06-23,GA,36-45,Bronze,9710.1
1145,First_1144,Last_1144,customer_1144@email.com,555-6402,2020-11-13,TX,18-25,Platinum,3216.03
1146,First_1145,Last_1145,customer_1145@email.com,555-7319,2022-09-24,MI,46-55,Gold,9993.22
1147,First_1146,Last_1146,customer_1146@email.com,555-5305,2022-03-26,MI,65+,Gold,4184.16
1148,First_1147,Last_1147,customer_1147@email.com,555-2282,2020-05-16,MI,56-65,Platinum,7191.93
1149,First_1148,Last_1148,customer_1148@email.com,555-5368,2022-10-08,IL,18-25,Platinum,1748.9
1150,First_1149,Last_1149,customer_1149@email.com,555-7979,2023-09-12,TX,26-35,Platinum,6696.81
1151,First_1150,Last_1150,customer_1150@email.com,555-6038,2022-06-27,MI,26-35,Bronze,9700.27
1152,First_1151,Last_1151,customer_1151@email.com,555-3766,2022-05-02,NY,18-25,Silver,8221.27
1153,First_1152,Last_1152,customer_1152@email.com,555-1501,2020-09-25,NC,18-25,Bronze,7754.96
1154,First_1153,Last_1153,customer_1153@email.com,555-6418,2022-03-02,FL,56-65,Gold,3202.55
1155,First_1154,Last_1154,customer_1154@email.com,555-4808,2021-09-19,NY,26-35,Bronze,392.16
1156,First_1155,Last_1155,customer_1155@email.com,555-8111,2021-08-21,PA,36-45,Gold,9969.19
1157,First_1156,Last_1156,customer_1156@email.com,555-1859,2021-11-26,MI,56-65,Gold,8112.89
1158,First_1157,Last_1157,customer_1157@email.com,555-1526,2020-08-25,GA,65+,Bronze,7172.81
1159,First_1158,Last_1158,customer_1158@email.com,555-1225,2023-08-10,MI,46-55,Gold,6886.17
1160,First_1159,Last_1159,customer_1159@email.com,555-6002,2020-05-12,GA,36-45,Platinum,8484.66
1161,First_1160,Last_1160,customer_1160@email.com,555-5978,2021-01-26,CA,65+,Gold,235.67
1162,First_1161,Last_1161,customer_1161@email.com,555-1170,2020-02-15,NY,65+,Gold,8651.36
1163,First_1162,Last_1162,customer_1162@email.com,555-3033,2023-04-12,OH,36-45,Bronze,2933.63
1164,First_1163,Last_1163,customer_1163@email.com,555-3732,2022-09-08,NY,56-65,Platinum,2011.55
1165,First_1164,Last_1164,customer_1164@email.com,555-2831,2021-07-08,NC,46-55,Bronze,9017.14
1166,First_1165,Last_1165,customer_1165@email.com,555-9825,2023-06-04,OH,36-45,Gold,9617.72
1167,First_1166,Last_1166,customer_1166@email.com,555-1006,2020-12-08,TX,26-35,Gold,1416.62
1168,First_1167,Last_1167,customer_1167@email.com,555-1101,2021-02-26,NY,56-65,Silver,7944.14
1169,First_1168,Last_1168,customer_1168@email.com,555-8188,2020-11-14,PA,26-35,Platinum,7781.12
1170,First_1169,Last_1169,customer_1169@email.com,555-6368,2023-09-09,GA,65+,Silver,8703.8
1171,First_1170,Last_1170,customer_1170@email.com,555-9560,2020-02-21,IL,46-55,Platinum,4952.85
1172,First_1171,Last_1171,customer_1171@email.com,555-8838,2021-02-13,GA,36-45,Gold,7186.75
1173,First_1172,Last_1172,customer_1172@email.com,555-8704,2023-06-17,GA,56-65,Bronze,7030.31
1174,First_1173,Last_1173,customer_1173@email.com,555-3546,2020-10-17,MI,36-45,Bronze,7821.93
1175,First_1174,Last_1174,customer_1174@email.com,555-2489,2020-03-26,CA,65+,Silver,730.68
1176,First_1175,Last_1175,customer_1175@email.com,555-2278,2022-01-29,OH,18-25,Platinum,9365.16
1177,First_1176,Last_1176,customer_1176@email.com,555-9583,2023-10-02,NC,65+,Gold,9356.41
1178,First_1177,Last_1177,customer_1177@email.com,555-8142,2020-11-22,GA,46-55,Bronze,2243.59
1179,First_1178,Last_1178,customer_1178@email.com,555-7046,2021-10-04,PA,36-45,Silver,5608.74
1180,First_1179,Last_1179,customer_1179@email.com,555-2817,2022-06-09,NC,46-55,Platinum,5768.49
1181,First_1180,Last_1180,customer_1180@email.com,555-7134,2022-11-23,PA,18-25,Platinum,2461.14
1182,First_1181,Last_1181,customer_1181@email.com,555-5008,2023-07-11,IL,46-55,Platinum,624.49
1183,First_1182,Last_1182,customer_1182@email.com,555-5942,2020-10-27,OH,18-25,Bronze,5637.33
1184,First_1183,Last_1183,customer_1183@email.com,555-2390,2023-06-30,PA,18-25,Silver,6969.07
1185,First_1184,Last_1184,customer_1184@email.com,555-1217,2020-09-09,TX,46-55,Bronze,8534.4
1186,First_1185,Last_1185,customer_1185@email.com,555-7264,2023-04-15,CA,46-55,Bronze,9475.41
1187,First_1186,Last_1186,customer_1186@email.com,555-3499,2020-12-29,PA,65+,Bronze,2467.18
1188,First_1187,Last_1187,customer_1187@email.com,555-8652,2023-02-18,FL,56-65,Bronze,9872.44
1189,First_1188,Last_1188,customer_1188@email.com,555-7877,2021-12-17,MI,18-25,Platinum,5490.18
1190,First_1189,Last_1189,customer_1189@email.com,555-9302,2020-08-22,NC,36-45,Platinum,5441.55
1191,First_1190,Last_1190,customer_1190@email.com,555-8587,2021-03-23,NC,65+,Bronze,9288.9
1192,First_1191,Last_1191,customer_1191@email.com,555-2666,2020-08-13,CA,46-55,Bronze,5572.48
1193,First_1192,Last_1192,customer_1192@email.com,555-5471,2022-02-13,IL,26-35,Bronze,4152.3
1194,First_1193,Last_1193,customer_1193@email.com,555-1243,2020-02-19,OH,26-35,Platinum,5639.15
1195,First_1194,Last_1194,customer_1194@email.com,555-9265,2023-03-03,TX,56-65,Bronze,440.65
1196,First_1195,Last_1195,customer_1195@email.com,555-6809,2023-03-30,IL,56-65,Silver,1681.66
1197,First_1196,Last_1196,customer_1196@email.com,555-1314,2023-11-15,NC,46-55,Silver,6552.19
1198,First_1197,Last_1197,customer_1197@email.com,555-9787,2022-01-05,TX,56-65,Bronze,7343.83
1199,First_1198,Last_1198,customer_1198@email.com,555-9716,2021-02-03,PA,18-25,Platinum,2000.64
1200,First_1199,Last_1199,customer_1199@email.com,555-4480,2021-01-02,FL,36-45,Bronze,7572.91
1201,First_1200,Last_1200,customer_1200@email.com,555-5901,2021-05-18,IL,26-35,Platinum,205.13
1202,First_1201,Last_1201,customer_1201@email.com,555-9242,2020-02-09,GA,36-45,Silver,7675.97
1203,First_1202,Last_1202,customer_1202@email.com,555-9904,2022-09-22,CA,65+,Gold,8555.54
1204,First_1203,Last_1203,customer_1203@email.com,555-2331,2023-09-05,MI,56-65,Platinum,2718.56
1205,First_1204,Last_1204,customer_1204@email.com,555-6404,2020-03-04,OH,18-25,Gold,2837.72
1206,First_1205,Last_1205,customer_1205@email.com,555-6285,2020-04-24,GA,56-65,Bronze,6925.19
1207,First_1206,Last_1206,customer_1206@email.com,555-1648,2023-11-10,PA,46-55,Bronze,5874.68
1208,First_1207,Last_1207,customer_1207@email.com,555-7113,2023-10-15,MI,46-55,Platinum,206.86
1209,First_1208,Last_1208,customer_1208@email.com,555-5459,2023-01-16,NY,65+,Bronze,7910.55
1210,First_1209,Last_1209,customer_1209@email.com,555-7999,2020-05-22,GA,36-45,Silver,7313.15
1211,First_1210,Last_1210,customer_1210@email.com,555-7562,2023-12-01,PA,36-45,Silver,7137.61
1212,First_1211,Last_1211,customer_1211@email.com,555-7790,2021-01-15,NC,46-55,Gold,8912.35
1213,First_1212,Last_1212,customer_1212@email.com,555-9001,2020-10-30,OH,46-55,Bronze,7582.01
1214,First_1213,Last_1213,customer_1213@email.com,555-7648,2022-11-28,OH,56-65,Gold,9678.57
1215,First_1214,Last_1214,customer_1214@email.com,555-6737,2021-12-08,FL,18-25,Silver,5832.33
1216,First_1215,Last_1215,customer_1215@email.com,555-8895,2021-05-16,FL,65+,Silver,7939.2
1217,First_1216,Last_1216,customer_1216@email.com,555-4738,2020-02-03,TX,46-55,Platinum,7255.44
1218,First_1217,Last_1217,customer_1217@email.com,555-7907,2023-01-17,PA,56-65,Silver,7899.98
1219,First_1218,Last_1218,customer_1218@email.com,555-5701,2023-10-26,TX,56-65,Platinum,9464.07
1220,First_1219,Last_1219,customer_1219@email.com,555-3815,2021-01-10,OH,46-55,Gold,7033.14
1221,First_1220,Last_1220,customer_1220@email.com,555-1736,2022-09-03,CA,36-45,Gold,1014.89
1222,First_1221,Last_1221,customer_1221@email.com,555-3893,2022-05-12,NC,26-35,Gold,6300.48
1223,First_1222,Last_1222,customer_1222@email.com,555-3672,2021-06-28,PA,26-35,Platinum,3480.27
1224,First_1223,Last_1223,customer_1223@email.com,555-6678,2022-10-18,NY,18-25,Platinum,5395.24
1225,First_1224,Last_1224,customer_1224@email.com,555-6698,2023-02-09,IL,46-55,Bronze,9318.98
1226,First_1225,Last_1225,customer_1225@email.com,555-1213,2022-06-18,OH,18-25,Bronze,6834.98
1227,First_1226,Last_1226,customer_1226@email.com,555-1496,2021-06-05,GA,36-45,Bronze,2160.26
1228,First_1227,Last_1227,customer_1227@email.com,555-8939,2023-09-28,IL,65+,Silver,5438.5
1229,First_1228,Last_1228,customer_1228@email.com,555-1719,2021-07-02,NC,26-35,Gold,6124.01
1230,First_1229,Last_1229,customer_1229@email.com,555-6932,2022-07-22,TX,26-35,Silver,2302.66
1231,First_1230,Last_1230,customer_1230@email.com,555-6630,2023-02-04,CA,36-45,Silver,8857.11
1232,First_1231,Last_1231,customer_1231@email.com,555-6205,2021-08-01,IL,56-65,Gold,9519.24
1233,First_1232,Last_1232,customer_1232@email.com,555-5166,2023-11-02,TX,65+,Silver,5258.4
1234,First_1233,Last_1233,customer_1233@email.com,555-6384,2020-12-04,FL,26-35,Gold,4541.09
1235,First_1234,Last_1234,customer_1234@email.com,555-9333,2021-03-30,PA,18-25,Platinum,1274.59
1236,First_1235,Last_1235,customer_1235@email.com,555-4268,2022-08-13,CA,46-55,Bronze,8271.31
1237,First_1236,Last_1236,customer_1236@email.com,555-9433,2022-06-30,PA,65+,Bronze,8445.28
1238,First_1237,Last_1237,customer_1237@email.com,555-8283,2020-01-06,IL,26-35,Bronze,3658.52
1239,First_1238,Last_1238,customer_1238@email.com,555-1211,2021-07-10,GA,36-45,Gold,4866.27
1240,First_1239,Last_1239,customer_1239@email.com,555-8275,2022-03-27,CA,56-65,Gold,581.03
1241,First_1240,Last_1240,customer_1240@email.com,555-7991,2022-02-15,CA,56-65,Gold,8660.16
1242,First_1241,Last_1241,customer_1241@email.com,555-5586,2022-04-16,OH,65+,Silver,4351.07
1243,First_1242,Last_1242,customer_1242@email.com,555-8534,2022-09-28,GA,56-65,Gold,132.97
1244,First_1243,Last_1243,customer_1243@email.com,555-7668,2022-09-05,MI,46-55,Silver,5635.11
1245,First_1244,Last_1244,customer_1244@email.com,555-7969,2020-01-22,NY,46-55,Platinum,9147.47
1246,First_1245,Last_1245,customer_1245@email.com,555-9875,2021-10-02,IL,46-55,Platinum,2251.07
1247,First_1246,Last_1246,customer_1246@email.com,555-6451,2020-07-18,NC,36-45,Gold,7684.56
1248,First_1247,Last_1247,customer_1247@email.com,555-2467,2022-11-28,NC,36-45,Platinum,7926.19
1249,First_1248,Last_1248,customer_1248@email.com,555-2773,2021-04-11,IL,46-55,Silver,1435.32
1250,First_1249,Last_1249,customer_1249@email.com,555-4223,2023-06-19,CA,26-35,Gold,8485.06
1251,First_1250,Last_1250,customer_1250@email.com,555-9389,2021-06-07,NC,36-45,Silver,5163.7
1252,First_1251,Last_1251,customer_1251@email.com,555-4065,2020-02-22,TX,56-65,Gold,9911.14
1253,First_1252,Last_1252,customer_1252@email.com,555-9117,2023-05-11,NY,36-45,Gold,9341.37
1254,First_1253,Last_1253,customer_1253@email.com,555-5559,2021-11-02,PA,26-35,Platinum,692.25
1255,First_1254,Last_1254,customer_1254@email.com,555-1635,2020-03-08,MI,65+,Platinum,595.37
1256,First_1255,Last_1255,customer_1255@email.com,555-7689,2020-04-28,NY,46-55,Bronze,7721.51
1257,First_1256,Last_1256,customer_1256@email.com,555-9185,2021-10-25,GA,65+,Bronze,182.15
1258,First_1257,Last_1257,customer_1257@email.com,555-4796,2020-08-26,GA,36-45,Platinum,4264.63
1259,First_1258,Last_1258,customer_1258@email.com,555-6871,2023-07-26,OH,26-35,Silver,3540.58
1260,First_1259,Last_1259,customer_1259@email.com,555-7061,2021-02-03,IL,56-65,Platinum,8275.64
1261,First_1260,Last_1260,customer_1260@email.com,555-1953,2023-04-19,OH,65+,Bronze,5843.66
1262,First_1261,Last_1261,customer_1261@email.com,555-7330,2021-04-29,CA,36-45,Gold,6405.28
1263,First_1262,Last_1262,customer_1262@email.com,555-7869,2020-07-03,TX,26-35,Gold,6967.76
1264,First_1263,Last_1263,customer_1263@email.com,555-1306,2020-04-02,OH,56-65,Gold,7291.32
1265,First_1264,Last_1264,customer_1264@email.com,555-2602,2022-11-10,CA,46-55,Platinum,2982.62
1266,First_1265,Last_1265,customer_1265@email.com,555-5353,2021-01-21,IL,36-45,Gold,2720.03
1267,First_1266,Last_1266,customer_1266@email.com,555-1081,2020-09-26,FL,46-55,Platinum,2257.36
1268,First_1267,Last_1267,customer_1267@email.com,555-7793,2021-08-30,PA,56-65,Silver,125.44
1269,First_1268,Last_1268,customer_1268@email.com,555-2837,2020-07-14,PA,65+,Silver,4942.24
1270,First_1269,Last_1269,customer_1269@email.com,555-3626,2020-07-17,GA,65+,Platinum,8083.12
1271,First_1270,Last_1270,customer_1270@email.com,555-5173,2020-11-26,OH,65+,Silver,1067.76
1272,First_1271,Last_1271,customer_1271@email.com,555-2939,2021-03-20,NC,65+,Platinum,7884.21
1273,First_1272,Last_1272,customer_1272@email.com,555-9390,2022-10-07,TX,18-25,Silver,4945.6
1274,First_1273,Last_1273,customer_1273@email.com,555-2616,2020-06-01,IL,36-45,Platinum,4008.15
1275,First_1274,Last_1274,customer_1274@email.com,555-5114,2022-11-06,GA,46-55,Platinum,1033.41
1276,First_1275,Last_1275,customer_1275@email.com,555-6061,2022-08-07,FL,36-45,Gold,8631.07
1277,First_1276,Last_1276,customer_1276@email.com,555-4360,2020-05-24,MI,56-65,Silver,2832.27
1278,First_1277,Last_1277,customer_1277@email.com,555-4203,2020-07-29,TX,56-65,Platinum,8989.02
1279,First_1278,Last_1278,customer_1278@email.com,555-2694,2023-07-25,IL,46-55,Platinum,734.09
1280,First_1279,Last_1279,customer_1279@email.com,555-1112,2021-10-10,GA,46-55,Gold,7822.39
1281,First_1280,Last_1280,customer_1280@email.com,555-9775,2021-05-05,FL,65+,Gold,1140.33
1282,First_1281,Last_1281,customer_1281@email.com,555-4636,2022-04-04,OH,26-35,Platinum,3639.32
1283,First_1282,Last_1282,customer_1282@email.com,555-8159,2022-03-26,IL,65+,Gold,413.82
1284,First_1283,Last_1283,customer_1283@email.com,555-5627,2022-11-22,CA,65+,Platinum,4281.24
1285,First_1284,Last_1284,customer_1284@email.com,555-5767,2021-09-03,IL,65+,Platinum,7730.68
1286,First_1285,Last_1285,customer_1285@email.com,555-5650,2022-02-17,OH,36-45,Gold,3912.48
1287,First_1286,Last_1286,customer_1286@email.com,555-3720,2021-04-11,IL,36-45,Bronze,6053.46
1288,First_1287,Last_1287,customer_1287@email.com,555-1713,2020-11-14,NC,65+,Platinum,5984.28
1289,First_1288,Last_1288,customer_1288@email.com,555-2850,2023-09-06,MI,46-55,Silver,3158.25
1290,First_1289,Last_1289,customer_1289@email.com,555-9547,2020-06-13,GA,36-45,Silver,1351.58
1291,First_1290,Last_1290,customer_1290@email.com,555-7843,2020-07-18,NY,46-55,Gold,4358.29
1292,First_1291,Last_1291,customer_1291@email.com,555-5029,2022-03-06,IL,56-65,Gold,3558.91
1293,First_1292,Last_1292,customer_1292@email.com,555-2403,2023-02-19,OH,18-25,Gold,9855.91
1294,First_1293,Last_1293,customer_1293@email.com,555-4261,2023-01-02,PA,18-25,Bronze,9995.06
1295,First_1294,Last_1294,customer_1294@email.com,555-2586,2023-09-30,CA,46-55,Silver,7831.94
1296,First_1295,Last_1295,customer_1295@email.com,555-9426,2023-12-28,OH,18-25,Platinum,5888.35
1297,First_1296,Last_1296,customer_1296@email.com,555-9287,2023-01-24,PA,36-45,Silver,7016.78
1298,First_1297,Last_1297,customer_1297@email.com,555-7942,2021-05-06,TX,18-25,Platinum,3758.58
1299,First_1298,Last_1298,customer_1298@email.com,555-1501,2021-01-23,GA,26-35,Bronze,2094.8
1300,First_1299,Last_1299,customer_1299@email.com,555-9078,2023-02-03,IL,36-45,Silver,4140.56
1301,First_1300,Last_1300,customer_1300@email.com,555-8426,2022-07-17,PA,26-35,Platinum,9424.59
1302,First_1301,Last_1301,customer_1301@email.com,555-3179,2022-10-22,FL,26-35,Silver,9015.05
1303,First_1302,Last_1302,customer_1302@email.com,555-2539,2021-03-18,MI,18-25,Silver,3315.17
1304,First_1303,Last_1303,customer_1303@email.com,555-2359,2023-03-09,IL,65+,Bronze,6478.08
1305,First_1304,Last_1304,customer_1304@email.com,555-5559,2021-12-11,OH,56-65,Gold,3803.88
1306,First_1305,Last_1305,customer_1305@email.com,555-3491,2023-02-14,MI,46-55,Silver,8140.51
1307,First_1306,Last_1306,customer_1306@email.com,555-7180,2023-04-25,NC,65+,Gold,5286.4
1308,First_1307,Last_1307,customer_1307@email.com,555-6371,2023-01-23,GA,56-65,Platinum,1738.34
1309,First_1308,Last_1308,customer_1308@email.com,555-2427,2021-07-17,NC,65+,Silver,2986.53
1310,First_1309,Last_1309,customer_1309@email.com,555-3051,2022-03-20,NC,65+,Gold,5156.43
1311,First_1310,Last_1310,customer_1310@email.com,555-2695,2021-10-07,NY,36-45,Silver,2515.52
1312,First_1311,Last_1311,customer_1311@email.com,555-6886,2023-03-02,TX,65+,Platinum,5912.61
1313,First_1312,Last_1312,customer_1312@email.com,555-7626,2022-09-13,MI,46-55,Platinum,4004.82
1314,First_1313,Last_1313,customer_1313@email.com,555-5696,2020-05-21,FL,65+,Bronze,638.6
1315,First_1314,Last_1314,customer_1314@email.com,555-7480,2021-12-31,NY,36-45,Platinum,6831.75
1316,First_1315,Last_1315,customer_1315@email.com,555-9163,2023-08-27,GA,56-65,Gold,1539.08
1317,First_1316,Last_1316,customer_1316@email.com,555-3585,2020-06-03,OH,26-35,Silver,3945.7
1318,First_1317,Last_1317,customer_1317@email.com,555-8819,2023-11-19,PA,56-65,Silver,9503.1
1319,First_1318,Last_1318,customer_1318@email.com,555-9997,2020-07-15,IL,18-25,Bronze,3275.09
1320,First_1319,Last_1319,customer_1319@email.com,555-9950,2022-08-10,CA,26-35,Bronze,8530.51
1321,First_1320,Last_1320,customer_1320@email.com,555-1219,2022-11-29,MI,46-55,Platinum,9047.15
1322,First_1321,Last_1321,customer_1321@email.com,555-5615,2021-04-24,FL,65+,Gold,4297.51
1323,First_1322,Last_1322,customer_1322@email.com,555-1449,2022-10-02,MI,65+,Silver,6872.74
1324,First_1323,Last_1323,customer_1323@email.com,555-5075,2020-01-07,CA,26-35,Bronze,8314.64
1325,First_1324,Last_1324,customer_1324@email.com,555-1597,2023-07-30,GA,36-45,Silver,8927.6
1326,First_1325,Last_1325,customer_1325@email.com,555-6233,2021-03-30,NY,46-55,Silver,7092.79
1327,First_1326,Last_1326,customer_1326@email.com,555-6208,2022-07-09,CA,46-55,Gold,1361.42
1328,First_1327,Last_1327,customer_1327@email.com,555-4476,2020-04-26,CA,36-45,Platinum,3728.85
1329,First_1328,Last_1328,customer_1328@email.com,555-6483,2022-11-12,CA,65+,Bronze,9642.34
1330,First_1329,Last_1329,customer_1329@email.com,555-9835,2023-07-08,MI,65+,Bronze,4545.83
1331,First_1330,Last_1330,customer_1330@email.com,555-1617,2021-06-20,NY,18-25,Silver,8397.12
1332,First_1331,Last_1331,customer_1331@email.com,555-9882,2022-10-08,OH,36-45,Silver,8092.13
1333,First_1332,Last_1332,customer_1332@email.com,555-5513,2023-09-17,NC,26-35,Platinum,5286.8
1334,First_1333,Last_1333,customer_1333@email.com,555-3755,2022-10-09,CA,26-35,Silver,9179.25
1335,First_1334,Last_1334,customer_1334@email.com,555-5017,2020-03-28,MI,65+,Silver,1712.91
1336,First_1335,Last_1335,customer_1335@email.com,555-3685,2022-06-10,FL,36-45,Gold,7017.76
1337,First_1336,Last_1336,customer_1336@email.com,555-6500,2020-02-07,GA,56-65,Silver,7773.87
1338,First_1337,Last_1337,customer_1337@email.com,555-9029,2020-10-20,PA,36-45,Bronze,5905.43
1339,First_1338,Last_1338,customer_1338@email.com,555-1566,2022-06-09,CA,36-45,Platinum,2866.43
1340,First_1339,Last_1339,customer_1339@email.com,555-3165,2021-06-01,IL,65+,Platinum,8836.72
1341,First_1340,Last_1340,customer_1340@email.com,555-4154,2020-10-19,OH,46-55,Gold,3563.22
1342,First_1341,Last_1341,customer_1341@email.com,555-9931,2022-12-23,NC,18-25,Bronze,9729.76
1343,First_1342,Last_1342,customer_1342@email.com,555-3264,2020-03-08,PA,46-55,Gold,9655.39
1344,First_1343,Last_1343,customer_1343@email.com,555-5362,2022-05-23,MI,56-65,Gold,3707.19
1345,First_1344,Last_1344,customer_1344@email.com,555-5643,2021-09-18,IL,65+,Silver,7068.75
1346,First_1345,Last_1345,customer_1345@email.com,555-6119,2022-04-23,NC,26-35,Gold,9031.33
1347,First_1346,Last_1346,customer_1346@email.com,555-3291,2022-02-19,GA,65+,Platinum,7225.56
1348,First_1347,Last_1347,customer_1347@email.com,555-2557,2022-08-29,MI,36-45,Gold,219.01
1349,First_1348,Last_1348,customer_1348@email.com,555-1979,2022-04-23,CA,36-45,Bronze,238.98
1350,First_1349,Last_1349,customer_1349@email.com,555-7533,2023-11-08,GA,65+,Silver,2596.19
1351,First_1350,Last_1350,customer_1350@email.com,555-3939,2022-01-05,NC,46-55,Bronze,4367.03
1352,First_1351,Last_1351,customer_1351@email.com,555-3930,2021-06-22,PA,65+,Platinum,5607.48
1353,First_1352,Last_1352,customer_1352@email.com,555-4847,2022-08-01,NC,36-45,Silver,2573.15
1354,First_1353,Last_1353,customer_1353@email.com,555-8522,2020-10-18,NC,26-35,Gold,1359.58
1355,First_1354,Last_1354,customer_1354@email.com,555-6912,2022-04-09,TX,56-65,Platinum,8721.08
1356,First_1355,Last_1355,customer_1355@email.com,555-8351,2021-01-31,FL,56-65,Bronze,1699.05
1357,First_1356,Last_1356,customer_1356@email.com,555-4571,2020-10-16,NY,36-45,Gold,3060.29
1358,First_1357,Last_1357,customer_1357@email.com,555-9728,2021-06-04,OH,65+,Bronze,9676.25
1359,First_1358,Last_1358,customer_1358@email.com,555-7644,2022-12-23,NY,26-35,Platinum,2933.72
1360,First_1359,Last_1359,customer_1359@email.com,555-8617,2021-08-28,GA,46-55,Bronze,9408.23
1361,First_1360,Last_1360,customer_1360@email.com,555-3453,2021-10-02,NC,36-45,Silver,6162.86
1362,First_1361,Last_1361,customer_1361@email.com,555-4107,2022-09-18,TX,26-35,Gold,6126.63
1363,First_1362,Last_1362,customer_1362@email.com,555-2979,2020-03-08,OH,18-25,Silver,1096.5
1364,First_1363,Last_1363,customer_1363@email.com,555-1076,2020-05-06,NC,65+,Bronze,8723.85
1365,First_1364,Last_1364,customer_1364@email.com,555-3673,2020-06-08,NC,36-45,Silver,8959.79
1366,First_1365,Last_1365,customer_1365@email.com,555-3927,2020-10-16,FL,18-25,Bronze,2542.82
1367,First_1366,Last_1366,customer_1366@email.com,555-8493,2022-01-26,FL,65+,Platinum,9733.14
1368,First_1367,Last_1367,customer_1367@email.com,555-2460,2022-04-08,OH,18-25,Silver,497.15
1369,First_1368,Last_1368,customer_1368@email.com,555-1700,2022-11-12,IL,36-45,Bronze,6825.46
1370,First_1369,Last_1369,customer_1369@email.com,555-2179,2022-09-02,FL,56-65,Bronze,3008.65
1371,First_1370,Last_1370,customer_1370@email.com,555-2724,2022-05-24,OH,26-35,Bronze,8151.11
1372,First_1371,Last_1371,customer_1371@email.com,555-4542,2023-12-14,TX,46-55,Bronze,930.6
1373,First_1372,Last_1372,customer_1372@email.com,555-3188,2023-11-07,FL,56-65,Silver,3873.18
1374,First_1373,Last_1373,customer_1373@email.com,555-7456,2023-10-20,CA,26-35,Bronze,5035.8
